Clave compendio,Clave Cucop,Descripción detallada,Codigo del expediente,Número del procedimiento o contratación,Dependencia,Número Unidad Compradora,Nombre Unidad Compradora,Fecha y hora de la publicación,Año del ejercicio presupuestal,Clave partidas,Proveedor,Número de contrato,Fecha de inicio,Fecha de fin,Importe Unitario sin Impuestos,Total Sin IVA,Total con IVA,uri,scrapped_day,total cantidad minima
,2,"SUTURA ABSORBIBLE DE CATGUT CRÓMICO CALIBRE 3-0, HEBRA DE 70 CM, AGUJA AHUSADA DE 1/2 CÍRCULO Y 26 MM DE LONGITUD. CAJA C/2 DOCENAS. (AGUJA SH, GASTRO)",E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,JOHNSON & JOHNSON MEDICAL MEXICO SA DE CV,AD-792/2024,30/05/2024,31/12/2024,"$1,176.00","$7,056.00","$8,184.96",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,3,"SUTURA SINTÉTICA ABSORBIBLE DE POLÍMERO DE ÁCIDO GLICÓLICO Y ÁCIDO LÁCTICO EN MULTIFILAMENTO VIOLETA TRENZADO, RECUBIERTA CON AGENTE ANTIMICROBIANO TRICLOSAN, CALIBRE 2-0, LONGITUD DE HEBRA DE 70 CM, AGUJA AHUSADA 1/2 CIRCULO, DE 36 MM DE LONGITUD. CAJA C/3 DOCENAS. (AGUJA MH, GASTRO)",E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,JOHNSON & JOHNSON MEDICAL MEXICO SA DE CV,AD-792/2024,30/05/2024,31/12/2024,"$2,268.00","$15,876.00","$18,416.16",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,4,"SUTURA SINTÉTICA ABSORBIBLE DE POLÍMERO DE ÁCIDO GLICÓLICO Y ÁCIDO LÁCTICO EN MULTIFILAMENTO VIOLETA TRENZADO, CALIBRE 0, LONGITUD DE HEBRA DE 70 CM, AGUJA AHUSADA 1/2 CIRCULO, DE 36 MM DE LONGITUD. CAJA C/3 DOCENAS. (AGUJA MH, GASTRO)",E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,JOHNSON & JOHNSON MEDICAL MEXICO SA DE CV,AD-792/2024,30/05/2024,31/12/2024,"$1,872.00","$13,104.00","$15,200.64",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,5,"SUTURA SINTÉTICA ABSORBIBLE DE POLÍMERO DE ÁCIDO GLICÓLICO Y ÁCIDO LÁCTICO EN MULTIFILAMENTO INCOLORO TRENZADO, CALIBRE 3-0, LONGITUD DE HEBRA DE 45 CM, AGUJA REVERSO CORTANTE PRIME 3/8 CIRCULO, DE 24 MM DE LONGITUD. CAJA C/1 DOCENA. (AGUJA PS-1, PLASTICA)",E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,JOHNSON & JOHNSON MEDICAL MEXICO SA DE CV,AD-792/2024,30/05/2024,31/12/2024,$924.00,"$18,480.00","$21,436.80",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,6,"SUTURA SINTETICA ABSORBIBLE DE COPOLIMERO DE GLICOLIDA Y EPSILON- CAPROLACTONA EN MONOFILAMENTO VIOLETA, CALIBRE 3-0, LONGITUD DE HEBRA DE 70 CM, AGUJA AHUSADA 1/2 CIRCULO, DE 26 MM DE LONGITUD. CAJA C/3 DOCENAS. (AGUJA SH, GASTRO)",E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,JOHNSON & JOHNSON MEDICAL MEXICO SA DE CV,AD-792/2024,30/05/2024,31/12/2024,"$2,772.00","$13,860.00","$16,077.60",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,7,"SUTURA NO ABROSBILE EN MULTIFILAMENTO NEGRO DE SEDA NEGRA TRENZADA SIN AGUJA, CALIBRE 3-0, LONGITUD DE LA HEBRA 75 CM. SOBRE C/10 HEBRAS. CAJA C/2 DOCENAS. (LUGADURAS)",E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,JOHNSON & JOHNSON MEDICAL MEXICO SA DE CV,AD-792/2024,30/05/2024,31/12/2024,"$1,464.00","$23,424.00","$27,171.84",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,8,"SUTURA NO ABROSBILE EN MULTIFILAMENTO NEGRO DE SEDA NEGRA TRENZADA SIN AGUJA, CALIBRE 2-0, LONGITUD DE LA HEBRA 75 CM. SOBRE C/10 HEBRAS. CAJA C/2 DOCENAS. (LIGADURAS)",E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,JOHNSON & JOHNSON MEDICAL MEXICO SA DE CV,AD-792/2024,30/05/2024,31/12/2024,"$1,488.00","$37,200.00","$43,152.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,9,"SUTURA NO ABROSBILE EN MULTIFILAMENTO NEGRO DE SEDA NEGRA TRENZADA SIN AGUJA, CALIBRE 0, LONGITUD DE LA HEBRA 75 CM. SOBRE C/10 HEBRAS. CAJA C/2 DOCENAS. (LIGADURAS)",E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,JOHNSON & JOHNSON MEDICAL MEXICO SA DE CV,AD-792/2024,30/05/2024,31/12/2024,"$1,488.00","$4,464.00","$5,178.24",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,10,"SUTURA NO ABROSBILE EN MULTIFILAMENTO NEGRO DE SEDA NEGRA TRENZADA, CALIBRE 2-0, LONGITUD DE LA HEBRA 75 CM, AGUJA AHUSADA 1/2 CIRCULO, DE 26 MM DE LONGITUD. CAJA C/3 DOCENAS. (AGUJA SH, GASTRO)",E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,JOHNSON & JOHNSON MEDICAL MEXICO SA DE CV,AD-792/2024,30/05/2024,31/12/2024,"$1,368.00","$12,312.00","$14,281.92",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,11,"SUTURA SINTETICA NO ABSORBIBLE EN MULTIFILAMENTO DE POLIESTER TRENZADO VERDE CON RECUBRIMIENTO DE POLIBUTILATO, CALIBRE 3-0, LONGITUD DE HEBRA DE 75 CM, AGUJA AHUSADA 1/2 CIRCULO, DE 17 MM DE LONGITUD, DE DOBLE ARMADO. CAJA C/2 DOCENAS. (AGUJA RB-1, CARDIO)",E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,JOHNSON & JOHNSON MEDICAL MEXICO SA DE CV,AD-792/2024,30/05/2024,31/12/2024,"$2,736.00","$10,944.00","$12,695.04",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,12,"SUTURA NO ABSORBIBLE EN MONOFILAMENTO DE POLIPROPILENO AZUL, CALIBRE 2-0, LONGITUD DE HEBRA DE 45 CM, AGUJA REVERSO CORTANTE 3/8 CIRCULO DE 26 MM DE LONGITUD. CAJA C/2 DOCENAS. (AGUJA SC-26, CUTICULAR)",E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,JOHNSON & JOHNSON MEDICAL MEXICO SA DE CV,AD-792/2024,30/05/2024,31/12/2024,"$1,176.00","$25,872.00","$30,011.52",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,13,"SUTURA NO ABSORBIBLE EN MONOFILAMENTO DE POLIPROPILENO AZUL, CALIBRE 3-0, LONGITUD DE HEBRA DE 75 CM, AGUJA AHUSADA 1/2 CIRCULO DE 17 MM DE LONGITUD, DE DOBLE ARMADO. CAJA C/2 DOCENAS. (AGUJA RB-1, CARDIO)",E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,JOHNSON & JOHNSON MEDICAL MEXICO SA DE CV,AD-792/2024,30/05/2024,31/12/2024,"$2,808.00","$67,392.00","$78,174.72",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,14,"SUTURA NO ABSORBIBLE EN MONOFILAMENTO DE POLIPROPILENO AZUL, CALIBRE 2-0, LONGITUD DE HEBRA DE 75 CM, AGUJA AHUSADA 1/2 CIRCULO DE 26 MM DE LONGITUD. CAJA C/2 DOCENAS. (AGUJA SH, GASTRO)",E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,JOHNSON & JOHNSON MEDICAL MEXICO SA DE CV,AD-792/2024,30/05/2024,31/12/2024,"$1,488.00","$10,416.00","$12,082.56",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,15,"SUTURA NO ABSORBIBLE EN MONOFILAMENTO DE POLIPROPILENO AZUL, CALIBRE 0, LONGITUD DE HEBRA DE 75 CM, AGUJA AHUSADA 1/2 CIRCULO DE 26 MM DE LONGITUD. CAJA C/2 DOCENAS. (AGUJA SH, GASTRO)",E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,JOHNSON & JOHNSON MEDICAL MEXICO SA DE CV,AD-792/2024,30/05/2024,31/12/2024,"$1,488.00","$17,856.00","$20,712.96",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,16,"SUTURA SINTÉTICA ABSORBIBLE DE POLÍMERO DE ÁCIDO GLICÓLICO Y ÁCIDO LÁCTICO EN MULTIFILAMENTO VIOLETA TRENZADO, CALIBRE 8- 0, LONGITUD DE HEBRA DE 45 CM, AGUJA REVERSO CORTANTE ESPATULADA 3/8 CIRCULO, DE 6.5 MM DE LONGITUD, DE DOBLE ARMADO. CAJA C/1 DOCENA. (AGUJA TG140-8, OFTALMOLOGIA)",E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,JOHNSON & JOHNSON MEDICAL MEXICO SA DE CV,AD-792/2024,30/05/2024,31/12/2024,"$3,060.00","$18,360.00","$21,297.60",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,17,"SUTURA SINTÉTICA ABSORBIBLE DE POLÍMERO DE ÁCIDO GLICÓLICO Y ÁCIDO LÁCTICO EN MULTIFILAMENTO VIOLETA TRENZADO, CALIBRE 7- 0, LONGITUD DE HEBRA DE 45 CM, AGUJA REVERSO CORTANTE ESPATULADA 3/8 CIRCULO, DE 6.5 MM DE LONGITUD, DE DOBLE ARMADO. CAJA C/1 DOCENA. (AGUJA TG140-8, OFTALMOLOGIA)",E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,JOHNSON & JOHNSON MEDICAL MEXICO SA DE CV,AD-792/2024,30/05/2024,31/12/2024,"$2,820.00","$33,840.00","$39,254.40",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,1,POLIGLACTINA VIO 0 AHUS 5/8 37 MM 70 CM,E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,"$1,369.00","$12,321.00","$14,292.36",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,2,POLYSORB VIO 2-0 AHUS 1/2 26MM 75CM,E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,"$1,841.00","$195,146.00","$226,369.36",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,3,POLYSORB VIO 1-0 AHUS 1/2 26MM 75CM,E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,"$2,606.00","$23,454.00","$27,206.64",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,4,POLIGLACTINA VIO 2-0 AHUS 5/8 37 MM 70 CM,E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,"$1,325.00","$11,925.00","$13,833.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,5,MIDSORB VIOL. 5-0 70CM MC15,E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,$894.00,"$16,092.00","$18,666.72",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,6,MIDSORB VIO 4-0 D/A AHUS 1/2 15 MM 70 CM,E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,$924.00,"$16,632.00","$19,293.12",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,7,BIOSYN INC 5-0 REV CORT 3/8 19MM 75CM,E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,"$2,871.00","$11,484.00","$13,321.44",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,8,BIOSYN INC 4-0 REV CORT 3/8 19MM 75CM,E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,"$2,722.00","$127,934.00","$148,403.44",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,9,BIOSYN INC 3-0 REV CORT 3/8 19MM 75CM,E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,"$2,934.00","$29,340.00","$34,034.40",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,10,"MONOFILAMENTO SINTÉTICO ABSORBIBLE DE POLIGLICONATO VERDE 5-0, HEBRA DE 30"" DE LONGITUD. AHUSADA DE 1/2 CÍRCULO Y 17 MM DE LONGITUD.",E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,"$1,767.00","$28,272.00","$32,795.52",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,11,MAXON VERDE 4-0 AHUS 1/2 26MM 75CM,E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,"$3,039.00","$72,936.00","$84,605.76",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,12,MAXON VERDE 3-0 AHUS 1/2 26MM 75CM,E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,"$1,724.00","$41,376.00","$47,996.16",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,13,MAXON VERDE 2-0 AHUS 1/2 26MM 75CM,E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,"$1,877.00","$35,663.00","$41,369.08",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,14,MAXON 6-0 AHU DA 3/8 13 MM 75 CM,E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,"$3,843.00","$92,232.00","$106,989.12",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,15,MAXON 5-0 AHU DA 3/8 13 MM 60 CM,E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,"$3,068.00","$73,632.00","$85,413.12",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,16,SOFSILK NEGRO 4-0 S/A LIGADURA 12X75CM,E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,"$1,093.00","$17,488.00","$20,286.08",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,17,SOFSILK NEGRO 5-0 AHUS 1/2 17MM 75CM,E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,"$1,243.00","$19,888.00","$23,070.08",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,18,SOFSILK NEGRO 4-0 AHUS 1/2 17MM 75CM,E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,"$1,166.00","$18,656.00","$21,640.96",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,19,SOFSILK NEGRA 4-0 AHUS 1/2 25MM 75CM,E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,$560.00,"$20,160.00","$23,385.60",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,20,SOFSILK NEGRA 3-0 AHUS 1/2 25MM 75CM,E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,$540.00,"$29,700.00","$34,452.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,21,SOFSILK NEGRO 1-0 AHUS 1/2 26MM 75CM,E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,$782.00,"$9,384.00","$10,885.44",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,22,TICRON AZUL 2-0 AHUS 1/2 DA 20MM 1X36CM,E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,"$1,611.00","$4,833.00","$5,606.28",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
,23,TICRON AZUL 2-0 AHUS 1/2 DA 25MM 90CM,E-2024-00060624,AA-12-NCZ-012NCZ001-N-510-2024,012NCZ - INSTITUTO NACIONAL DE PEDIATRIA,012NCZ001,DIRECCIÓN DE ADMINISTRACIÓN,30/05/2024 16:29,2024,25401,KENDALL DE MEXICO SA DE CV,AD-793/2024,30/05/2024,31/12/2024,"$1,611.00","$3,222.00","$3,737.52",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/20401b83dad9446ba7fdae294dc340ed/procedimiento,29/07/2024,
